lambda,rank,eigenvalue
0.8500000000000001,24,5.868534731727933
0.8500000000000001,25,5.702908847134639
0.875,1,7.427493312043019
0.875,2,7.3955312559774224
0.875,3,7.3955312559774224
0.875,4,7.329072668327499
0.875,5,7.329072668327491
0.875,6,7.294576639044021
0.875,7,6.33044123059467
0.875,8,6.33044123059467
0.875,9,6.326589218755759
0.875,10,6.326589218755757
0.875,11,6.3209958809974385
0.875,12,6.3202759303397835
0.875,13,6.320275930339779
0.875,14,6.303589324985366
0.875,15,6.303589324985366
0.875,16,6.290149033061601
0.875,17,6.290149033061592
0.875,18,6.284501024649079
0.875,19,6.0441281165160365
0.875,20,6.027319098413328
0.875,21,6.027319098413328
0.875,22,5.980550267247682
0.875,23,5.980550267247677
0.875,24,5.943534731727933
0.875,25,5.777908847134638
0.9,1,7.502493312043019
0.9,2,7.470531255977423
0.9,3,7.470531255977423
0.9,4,7.404072668327499
0.9,5,7.404072668327491
0.9,6,7.369576639044022
0.9,7,6.40544123059467
0.9,8,6.40544123059467
0.9,9,6.401589218755759
0.9,10,6.401589218755756
0.9,11,6.3959958809974395
0.9,12,6.395275930339784
0.9,13,6.395275930339778
0.9,14,6.3785893249853665
0.9,15,6.3785893249853665
0.9,16,6.365149033061602
0.9,17,6.365149033061593
0.9,18,6.359501024649079
0.9,19,6.119128116516036
0.9,20,6.102319098413328
0.9,21,6.102319098413328
0.9,22,6.055550267247682
0.9,23,6.055550267247677
0.9,24,6.018534731727932
0.9,25,5.852908847134639
0.925,1,7.5774933120430195
0.925,2,7.545531255977423
0.925,3,7.545531255977423
0.925,4,7.4790726683274995
0.925,5,7.4790726683274915
0.925,6,7.444576639044022
0.925,7,6.48044123059467
0.925,8,6.48044123059467
0.925,9,6.476589218755759
0.925,10,6.476589218755757
0.925,11,6.470995880997439
0.925,12,6.470275930339784
0.925,13,6.470275930339779
0.925,14,6.453589324985367
0.925,15,6.453589324985367
0.925,16,6.440149033061601
0.925,17,6.4401490330615925
0.925,18,6.434501024649079
0.925,19,6.194128116516037
0.925,20,6.177319098413328
0.925,21,6.177319098413328
0.925,22,6.130550267247682
0.925,23,6.130550267247678
0.925,24,6.093534731727933
0.925,25,5.927908847134638
0.9500000000000001,1,7.652493312043019
0.9500000000000001,2,7.620531255977422
0.9500000000000001,3,7.620531255977422
0.9500000000000001,4,7.5540726683275
0.9500000000000001,5,7.554072668327491
0.9500000000000001,6,7.519576639044022
0.9500000000000001,7,6.5554412305946705
0.9500000000000001,8,6.5554412305946705
0.9500000000000001,9,6.551589218755758
0.9500000000000001,10,6.5515892187557565
0.9500000000000001,11,6.545995880997439
0.9500000000000001,12,6.545275930339784
0.9500000000000001,13,6.545275930339779
0.9500000000000001,14,6.528589324985367
0.9500000000000001,15,6.528589324985367
0.9500000000000001,16,6.5151490330616015
0.9500000000000001,17,6.515149033061593
0.9500000000000001,18,6.509501024649079
0.9500000000000001,19,6.269128116516036
0.9500000000000001,20,6.252319098413327
0.9500000000000001,21,6.252319098413327
0.9500000000000001,22,6.205550267247682
0.9500000000000001,23,6.205550267247677
0.9500000000000001,24,6.168534731727933
0.9500000000000001,25,6.002908847134639
0.9750000000000001,1,7.72749331204302
0.9750000000000001,2,7.695531255977423
0.9750000000000001,3,7.695531255977423
0.9750000000000001,4,7.629072668327499
0.9750000000000001,5,7.629072668327492
0.9750000000000001,6,7.594576639044021
0.9750000000000001,7,6.63044123059467
0.9750000000000001,8,6.63044123059467
0.9750000000000001,9,6.626589218755759
0.9750000000000001,10,6.626589218755757
0.9750000000000001,11,6.620995880997439
0.9750000000000001,12,6.620275930339783
0.9750000000000001,13,6.620275930339779
0.9750000000000001,14,6.603589324985366
0.9750000000000001,15,6.603589324985366
0.9750000000000001,16,6.590149033061602
0.9750000000000001,17,6.590149033061593
0.9750000000000001,18,6.584501024649079
0.9750000000000001,19,6.344128116516036
0.9750000000000001,20,6.327319098413328
0.9750000000000001,21,6.327319098413328
0.9750000000000001,22,6.280550267247682
0.9750000000000001,23,6.280550267247677
0.9750000000000001,24,6.243534731727933
0.9750000000000001,25,6.077908847134639
1.0,1,7.802493312043019
1.0,2,7.7705312559774224
1.0,3,7.7705312559774224
1.0,4,7.704072668327499
1.0,5,7.704072668327491
1.0,6,7.669576639044021
1.0,7,6.70544123059467
1.0,8,6.70544123059467
1.0,9,6.701589218755759
1.0,10,6.701589218755757
1.0,11,6.6959958809974385
1.0,12,6.6952759303397835
1.0,13,6.695275930339779
1.0,14,6.678589324985366
1.0,15,6.678589324985366
1.0,16,6.665149033061601
1.0,17,6.665149033061592
1.0,18,6.659501024649079
1.0,19,6.4191281165160365
1.0,20,6.402319098413328
1.0,21,6.402319098413328
1.0,22,6.355550267247682
1.0,23,6.355550267247677
1.0,24,6.318534731727933
1.0,25,6.152908847134638
1.0250000000000001,1,7.877493312043019
1.0250000000000001,2,7.845531255977423
1.0250000000000001,3,7.845531255977423
1.0250000000000001,4,7.779072668327499
1.0250000000000001,5,7.779072668327491
1.0250000000000001,6,7.744576639044022
1.0250000000000001,7,6.78044123059467
1.0250000000000001,8,6.78044123059467
1.0250000000000001,9,6.776589218755759
1.0250000000000001,10,6.776589218755756
1.0250000000000001,11,6.7709958809974395
1.0250000000000001,12,6.770275930339784
1.0250000000000001,13,6.770275930339778
1.0250000000000001,14,6.7535893249853665
1.0250000000000001,15,6.7535893249853665
1.0250000000000001,16,6.740149033061602
1.0250000000000001,17,6.740149033061593
1.0250000000000001,18,6.734501024649079
1.0250000000000001,19,6.494128116516036
1.0250000000000001,20,6.477319098413328
1.0250000000000001,21,6.477319098413328
1.0250000000000001,22,6.430550267247682
1.0250000000000001,23,6.430550267247677
1.0250000000000001,24,6.393534731727932
1.0250000000000001,25,6.227908847134639
1.05,1,7.9524933120430195
1.05,2,7.920531255977423
1.05,3,7.920531255977423
1.05,4,7.8540726683274995
1.05,5,7.8540726683274915
1.05,6,7.819576639044022
1.05,7,6.85544123059467
1.05,8,6.85544123059467
1.05,9,6.851589218755759
1.05,10,6.851589218755757
1.05,11,6.845995880997439
1.05,12,6.845275930339784
1.05,13,6.845275930339779
1.05,14,6.828589324985367
1.05,15,6.828589324985367
1.05,16,6.815149033061601
1.05,17,6.8151490330615925
1.05,18,6.809501024649079
1.05,19,6.569128116516037
1.05,20,6.552319098413328
1.05,21,6.552319098413328
1.05,22,6.505550267247682
1.05,23,6.505550267247678
1.05,24,6.468534731727933
1.05,25,6.302908847134638
1.075,1,8.027493312043019
1.075,2,7.995531255977422
1.075,3,7.995531255977422
1.075,4,7.929072668327499
1.075,5,7.929072668327491
1.075,6,7.894576639044021
1.075,7,6.93044123059467
1.075,8,6.93044123059467
1.075,9,6.926589218755758
1.075,10,6.9265892187557565
1.075,11,6.920995880997438
1.075,12,6.920275930339783
1.075,13,6.920275930339779
1.075,14,6.903589324985366
1.075,15,6.903589324985366
1.075,16,6.890149033061601
1.075,17,6.890149033061592
1.075,18,6.8845010246490785
1.075,19,6.644128116516036
1.075,20,6.627319098413327
1.075,21,6.627319098413327
1.075,22,6.580550267247681
1.075,23,6.580550267247677
1.075,24,6.543534731727933
1.075,25,6.377908847134638
1.1,1,8.10249331204302
1.1,2,8.070531255977423
1.1,3,8.070531255977423
1.1,4,8.004072668327499
1.1,5,8.004072668327492
1.1,6,7.969576639044021
1.1,7,7.00544123059467
1.1,8,7.00544123059467
1.1,9,7.001589218755759
1.1,10,7.001589218755757
1.1,11,6.995995880997439
1.1,12,6.995275930339783
1.1,13,6.995275930339779
1.1,14,6.978589324985366
1.1,15,6.978589324985366
1.1,16,6.965149033061602
1.1,17,6.965149033061593
1.1,18,6.959501024649079
1.1,19,6.719128116516036
1.1,20,6.702319098413328
1.1,21,6.702319098413328
1.1,22,6.655550267247682
1.1,23,6.655550267247677
1.1,24,6.618534731727933
1.1,25,6.452908847134639
1.125,1,8.177493312043019
1.125,2,8.145531255977422
1.125,3,8.145531255977422
1.125,4,8.079072668327498
1.125,5,8.079072668327491
1.125,6,8.04457663904402
1.125,7,7.08044123059467
1.125,8,7.08044123059467
1.125,9,7.076589218755759
1.125,10,7.076589218755757
1.125,11,7.0709958809974385
1.125,12,7.0702759303397835
1.125,13,7.070275930339779
1.125,14,7.053589324985366
1.125,15,7.053589324985366
1.125,16,7.040149033061601
1.125,17,7.040149033061592
1.125,18,7.034501024649079
1.125,19,6.7941281165160365
1.125,20,6.777319098413328
1.125,21,6.777319098413328
1.125,22,6.730550267247682
1.125,23,6.730550267247677
1.125,24,6.693534731727933
1.125,25,6.527908847134638
1.1500000000000001,1,8.252493312043018
1.1500000000000001,2,8.220531255977424
1.1500000000000001,3,8.220531255977424
1.1500000000000001,4,8.1540726683275
1.1500000000000001,5,8.15407266832749
1.1500000000000001,6,8.119576639044022
1.1500000000000001,7,7.15544123059467
1.1500000000000001,8,7.15544123059467
1.1500000000000001,9,7.151589218755759
1.1500000000000001,10,7.151589218755756
1.1500000000000001,11,7.1459958809974395
1.1500000000000001,12,7.145275930339784
1.1500000000000001,13,7.145275930339778
1.1500000000000001,14,7.1285893249853665
1.1500000000000001,15,7.1285893249853665
1.1500000000000001,16,7.115149033061602
1.1500000000000001,17,7.115149033061593
1.1500000000000001,18,7.109501024649079
1.1500000000000001,19,6.869128116516036
1.1500000000000001,20,6.852319098413328
1.1500000000000001,21,6.852319098413328
1.1500000000000001,22,6.805550267247682
1.1500000000000001,23,6.805550267247677
1.1500000000000001,24,6.768534731727932
1.1500000000000001,25,6.602908847134639
1.175,1,8.32749331204302
1.175,2,8.295531255977423
1.175,3,8.295531255977423
1.175,4,8.2290726683275
1.175,5,8.229072668327492
1.175,6,8.194576639044023
1.175,7,7.23044123059467
1.175,8,7.23044123059467
1.175,9,7.226589218755759
1.175,10,7.226589218755757
1.175,11,7.220995880997439
1.175,12,7.220275930339784
1.175,13,7.220275930339779
1.175,14,7.203589324985367
1.175,15,7.203589324985367
1.175,16,7.190149033061601
1.175,17,7.1901490330615925
1.175,18,7.184501024649079
1.175,19,6.944128116516037
1.175,20,6.927319098413328
1.175,21,6.927319098413328
1.175,22,6.880550267247682
1.175,23,6.880550267247678
1.175,24,6.843534731727933
1.175,25,6.677908847134638
1.2000000000000002,1,8.40249331204302
1.2000000000000002,2,8.370531255977422
1.2000000000000002,3,8.370531255977422
1.2000000000000002,4,8.3040726683275
1.2000000000000002,5,8.304072668327493
1.2000000000000002,6,8.269576639044022
1.2000000000000002,7,7.3054412305946705
1.2000000000000002,8,7.3054412305946705
1.2000000000000002,9,7.301589218755759
1.2000000000000002,10,7.3015892187557565
1.2000000000000002,11,7.29599588099744
1.2000000000000002,12,7.295275930339784
1.2000000000000002,13,7.295275930339779
1.2000000000000002,14,7.278589324985367
1.2000000000000002,15,7.278589324985367
1.2000000000000002,16,7.265149033061602
1.2000000000000002,17,7.2651490330615935
1.2000000000000002,18,7.259501024649079
1.2000000000000002,19,7.019128116516036
1.2000000000000002,20,7.002319098413328
1.2000000000000002,21,7.002319098413328
1.2000000000000002,22,6.955550267247682
1.2000000000000002,23,6.955550267247677
1.2000000000000002,24,6.918534731727933
1.2000000000000002,25,6.7529088471346395
1.225,1,8.47749331204302
1.225,2,8.445531255977423
1.225,3,8.445531255977423
1.225,4,8.379072668327499
1.225,5,8.379072668327492
1.225,6,8.344576639044021
1.225,7,7.38044123059467
1.225,8,7.38044123059467
1.225,9,7.376589218755759
1.225,10,7.376589218755757
1.225,11,7.370995880997439
1.225,12,7.370275930339783
1.225,13,7.370275930339779
1.225,14,7.353589324985366
1.225,15,7.353589324985366
1.225,16,7.340149033061602
1.225,17,7.340149033061593
1.225,18,7.334501024649079
1.225,19,7.094128116516036
1.225,20,7.077319098413328
1.225,21,7.077319098413328
1.225,22,7.030550267247682
1.225,23,7.030550267247677
1.225,24,6.993534731727933
1.225,25,6.827908847134639
1.25,1,8.552493312043019
1.25,2,8.520531255977422
1.25,3,8.520531255977422
1.25,4,8.454072668327498
1.25,5,8.454072668327491
1.25,6,8.41957663904402
1.25,7,7.45544123059467
1.25,8,7.45544123059467
1.25,9,7.451589218755759
1.25,10,7.451589218755757
1.25,11,7.4459958809974385
1.25,12,7.4452759303397835
1.25,13,7.445275930339779
1.25,14,7.428589324985366
1.25,15,7.428589324985366
1.25,16,7.415149033061601
1.25,17,7.415149033061592
1.25,18,7.409501024649079
1.25,19,7.1691281165160365
1.25,20,7.152319098413328
1.25,21,7.152319098413328
1.25,22,7.105550267247682
1.25,23,7.105550267247677
1.25,24,7.068534731727933
1.25,25,6.902908847134638
1.2750000000000001,1,8.627493312043018
1.2750000000000001,2,8.595531255977424
1.2750000000000001,3,8.595531255977424
1.2750000000000001,4,8.5290726683275
1.2750000000000001,5,8.52907266832749
1.2750000000000001,6,8.494576639044022
1.2750000000000001,7,7.53044123059467
1.2750000000000001,8,7.53044123059467
1.2750000000000001,9,7.526589218755759
1.2750000000000001,10,7.526589218755756
1.2750000000000001,11,7.5209958809974395
1.2750000000000001,12,7.520275930339784
1.2750000000000001,13,7.520275930339778
1.2750000000000001,14,7.5035893249853665
1.2750000000000001,15,7.5035893249853665
1.2750000000000001,16,7.490149033061602
1.2750000000000001,17,7.490149033061593
1.2750000000000001,18,7.484501024649079
1.2750000000000001,19,7.244128116516036
1.2750000000000001,20,7.227319098413328
1.2750000000000001,21,7.227319098413328
1.2750000000000001,22,7.180550267247682
1.2750000000000001,23,7.180550267247677
1.2750000000000001,24,7.143534731727932
1.2750000000000001,25,6.977908847134639
1.3,1,8.70249331204302
1.3,2,8.670531255977423
1.3,3,8.670531255977423
1.3,4,8.6040726683275
1.3,5,8.604072668327492
1.3,6,8.569576639044023
1.3,7,7.60544123059467
1.3,8,7.60544123059467
1.3,9,7.601589218755759
1.3,10,7.601589218755757
1.3,11,7.595995880997439
1.3,12,7.595275930339784
1.3,13,7.595275930339779
1.3,14,7.578589324985367
1.3,15,7.578589324985367
1.3,16,7.565149033061601
1.3,17,7.5651490330615925
1.3,18,7.559501024649079
1.3,19,7.319128116516037
1.3,20,7.302319098413328
1.3,21,7.302319098413328
1.3,22,7.255550267247682
1.3,23,7.255550267247678
1.3,24,7.218534731727933
1.3,25,7.052908847134638
1.3250000000000002,1,8.77749331204302
1.3250000000000002,2,8.745531255977422
1.3250000000000002,3,8.745531255977422
1.3250000000000002,4,8.6790726683275
1.3250000000000002,5,8.679072668327493
1.3250000000000002,6,8.644576639044022
1.3250000000000002,7,7.6804412305946705
1.3250000000000002,8,7.6804412305946705
1.3250000000000002,9,7.676589218755759
1.3250000000000002,10,7.6765892187557565
1.3250000000000002,11,7.67099588099744
1.3250000000000002,12,7.670275930339784
1.3250000000000002,13,7.670275930339779
1.3250000000000002,14,7.653589324985367
1.3250000000000002,15,7.653589324985367
1.3250000000000002,16,7.640149033061602
1.3250000000000002,17,7.6401490330615935
1.3250000000000002,18,7.634501024649079
1.3250000000000002,19,7.394128116516036
1.3250000000000002,20,7.377319098413328
1.3250000000000002,21,7.377319098413328
1.3250000000000002,22,7.330550267247682
1.3250000000000002,23,7.330550267247677
1.3250000000000002,24,7.293534731727933
1.3250000000000002,25,7.1279088471346395
1.35,1,8.85249331204302
1.35,2,8.820531255977423
1.35,3,8.820531255977423
1.35,4,8.754072668327499
1.35,5,8.754072668327492
1.35,6,8.719576639044021
1.35,7,7.755441230594671
1.35,8,7.755441230594671
1.35,9,7.751589218755759
1.35,10,7.751589218755758
1.35,11,7.745995880997439
1.35,12,7.745275930339784
1.35,13,7.74527593033978
1.35,14,7.728589324985367
1.35,15,7.728589324985367
1.35,16,7.715149033061602
1.35,17,7.715149033061593
1.35,18,7.70950102464908
1.35,19,7.469128116516037
1.35,20,7.452319098413328
1.35,21,7.452319098413328
1.35,22,7.4055502672476825
1.35,23,7.405550267247678
1.35,24,7.368534731727934
1.35,25,7.202908847134639
1.375,1,8.927493312043019
1.375,2,8.895531255977422
1.375,3,8.895531255977422
1.375,4,8.829072668327498
1.375,5,8.829072668327491
1.375,6,8.79457663904402
1.375,7,7.83044123059467
1.375,8,7.83044123059467
1.375,9,7.826589218755759
1.375,10,7.826589218755757
1.375,11,7.8209958809974385
1.375,12,7.8202759303397835
1.375,13,7.820275930339779
1.375,14,7.803589324985366
1.375,15,7.803589324985366
1.375,16,7.790149033061601
1.375,17,7.790149033061592
1.375,18,7.784501024649079
1.375,19,7.5441281165160365
1.375,20,7.527319098413328
1.375,21,7.527319098413328
1.375,22,7.480550267247682
1.375,23,7.480550267247677
1.375,24,7.443534731727933
1.375,25,7.277908847134638
1.4000000000000001,1,9.002493312043018
1.4000000000000001,2,8.970531255977424
1.4000000000000001,3,8.970531255977424
1.4000000000000001,4,8.9040726683275
1.4000000000000001,5,8.90407266832749
1.4000000000000001,6,8.869576639044022
1.4000000000000001,7,7.90544123059467
1.4000000000000001,8,7.90544123059467
1.4000000000000001,9,7.901589218755759
1.4000000000000001,10,7.901589218755756
1.4000000000000001,11,7.8959958809974395
1.4000000000000001,12,7.895275930339784
1.4000000000000001,13,7.895275930339778
1.4000000000000001,14,7.8785893249853665
1.4000000000000001,15,7.8785893249853665
1.4000000000000001,16,7.865149033061602
1.4000000000000001,17,7.865149033061593
1.4000000000000001,18,7.859501024649079
1.4000000000000001,19,7.619128116516036
1.4000000000000001,20,7.602319098413328
1.4000000000000001,21,7.602319098413328
1.4000000000000001,22,7.555550267247682
1.4000000000000001,23,7.555550267247677
1.4000000000000001,24,7.518534731727932
1.4000000000000001,25,7.352908847134639
1.425,1,9.07749331204302
1.425,2,9.045531255977423
1.425,3,9.045531255977423
1.425,4,8.9790726683275
1.425,5,8.979072668327492
1.425,6,8.944576639044023
1.425,7,7.98044123059467
1.425,8,7.98044123059467
1.425,9,7.976589218755759
1.425,10,7.976589218755757
1.425,11,7.970995880997439
1.425,12,7.970275930339784
1.425,13,7.970275930339779
1.425,14,7.953589324985367
1.425,15,7.953589324985367
1.425,16,7.940149033061601
1.425,17,7.9401490330615925
1.425,18,7.934501024649079
1.425,19,7.694128116516037
1.425,20,7.677319098413328
1.425,21,7.677319098413328
1.425,22,7.630550267247682
1.425,23,7.630550267247678
1.425,24,7.593534731727933
1.425,25,7.427908847134638
1.4500000000000002,1,9.15249331204302
1.4500000000000002,2,9.120531255977422
1.4500000000000002,3,9.120531255977422
1.4500000000000002,4,9.0540726683275
1.4500000000000002,5,9.054072668327493
1.4500000000000002,6,9.019576639044022
1.4500000000000002,7,8.05544123059467
1.4500000000000002,8,8.05544123059467
1.4500000000000002,9,8.051589218755758
1.4500000000000002,10,8.051589218755757
1.4500000000000002,11,8.04599588099744
1.4500000000000002,12,8.045275930339784
1.4500000000000002,13,8.045275930339779
1.4500000000000002,14,8.028589324985367
1.4500000000000002,15,8.028589324985367
1.4500000000000002,16,8.015149033061602
1.4500000000000002,17,8.015149033061594
1.4500000000000002,18,8.00950102464908
1.4500000000000002,19,7.769128116516036
1.4500000000000002,20,7.752319098413328
1.4500000000000002,21,7.752319098413328
1.4500000000000002,22,7.705550267247682
1.4500000000000002,23,7.705550267247677
1.4500000000000002,24,7.668534731727933
1.4500000000000002,25,7.5029088471346395
1.475,1,9.22749331204302
1.475,2,9.195531255977423
1.475,3,9.195531255977423
1.475,4,9.129072668327499
1.475,5,9.129072668327492
1.475,6,9.094576639044021
1.475,7,8.13044123059467
1.475,8,8.13044123059467
1.475,9,8.12658921875576
1.475,10,8.126589218755758
1.475,11,8.12099588099744
1.475,12,8.120275930339783
1.475,13,8.12027593033978
1.475,14,8.103589324985368
1.475,15,8.103589324985368
1.475,16,8.090149033061602
1.475,17,8.090149033061593
1.475,18,8.084501024649079
1.475,19,7.844128116516037
1.475,20,7.827319098413328
1.475,21,7.827319098413328
1.475,22,7.7805502672476825
1.475,23,7.780550267247678
1.475,24,7.743534731727934
1.475,25,7.577908847134639
1.5,1,9.302493312043019
1.5,2,9.270531255977422
1.5,3,9.270531255977422
1.5,4,9.204072668327498
1.5,5,9.204072668327491
1.5,6,9.16957663904402
1.5,7,8.20544123059467
1.5,8,8.20544123059467
1.5,9,8.201589218755759
1.5,10,8.201589218755757
1.5,11,8.195995880997438
1.5,12,8.195275930339783
1.5,13,8.195275930339779
1.5,14,8.178589324985367
1.5,15,8.178589324985367
1.5,16,8.165149033061601
1.5,17,8.165149033061592
1.5,18,8.159501024649078
1.5,19,7.9191281165160365
1.5,20,7.902319098413328
1.5,21,7.902319098413328
1.5,22,7.855550267247682
1.5,23,7.855550267247677
1.5,24,7.818534731727933
1.5,25,7.652908847134638
1.5250000000000001,1,9.377493312043018
1.5250000000000001,2,9.345531255977424
1.5250000000000001,3,9.345531255977424
1.5250000000000001,4,9.2790726683275
1.5250000000000001,5,9.27907266832749
1.5250000000000001,6,9.244576639044022
1.5250000000000001,7,8.28044123059467
1.5250000000000001,8,8.28044123059467
1.5250000000000001,9,8.27658921875576
1.5250000000000001,10,8.276589218755756
1.5250000000000001,11,8.27099588099744
1.5250000000000001,12,8.270275930339784
1.5250000000000001,13,8.270275930339778
1.5250000000000001,14,8.253589324985366
1.5250000000000001,15,8.253589324985366
1.5250000000000001,16,8.240149033061602
1.5250000000000001,17,8.240149033061593
1.5250000000000001,18,8.234501024649079
1.5250000000000001,19,7.994128116516036
1.5250000000000001,20,7.977319098413328
1.5250000000000001,21,7.977319098413328
1.5250000000000001,22,7.930550267247682
1.5250000000000001,23,7.930550267247677
1.5250000000000001,24,7.893534731727932
1.5250000000000001,25,7.727908847134639
1.55,1,9.45249331204302
1.55,2,9.420531255977423
1.55,3,9.420531255977423
1.55,4,9.3540726683275
1.55,5,9.354072668327492
1.55,6,9.319576639044023
1.55,7,8.355441230594671
1.55,8,8.355441230594671
1.55,9,8.351589218755759
1.55,10,8.351589218755757
1.55,11,8.345995880997439
1.55,12,8.345275930339785
1.55,13,8.34527593033978
1.55,14,8.328589324985366
1.55,15,8.328589324985366
1.55,16,8.315149033061601
1.55,17,8.315149033061592
1.55,18,8.30950102464908
1.55,19,8.069128116516037
1.55,20,8.052319098413328
1.55,21,8.052319098413328
1.55,22,8.005550267247681
1.55,23,8.005550267247678
1.55,24,7.968534731727933
1.55,25,7.802908847134638
1.5750000000000002,1,9.52749331204302
1.5750000000000002,2,9.495531255977422
1.5750000000000002,3,9.495531255977422
1.5750000000000002,4,9.4290726683275
1.5750000000000002,5,9.429072668327493
1.5750000000000002,6,9.394576639044022
1.5750000000000002,7,8.43044123059467
1.5750000000000002,8,8.43044123059467
1.5750000000000002,9,8.426589218755758
1.5750000000000002,10,8.426589218755757
1.5750000000000002,11,8.42099588099744
1.5750000000000002,12,8.420275930339784
1.5750000000000002,13,8.420275930339779
1.5750000000000002,14,8.403589324985367
1.5750000000000002,15,8.403589324985367
1.5750000000000002,16,8.390149033061602
1.5750000000000002,17,8.390149033061594
1.5750000000000002,18,8.38450102464908
1.5750000000000002,19,8.144128116516036
1.5750000000000002,20,8.127319098413327
1.5750000000000002,21,8.127319098413327
1.5750000000000002,22,8.080550267247682
1.5750000000000002,23,8.080550267247677
1.5750000000000002,24,8.043534731727933
1.5750000000000002,25,7.8779088471346395
1.6,1,9.60249331204302
1.6,2,9.570531255977423
1.6,3,9.570531255977423
1.6,4,9.504072668327499
1.6,5,9.504072668327492
1.6,6,9.469576639044021
1.6,7,8.50544123059467
1.6,8,8.50544123059467
1.6,9,8.50158921875576
1.6,10,8.501589218755758
1.6,11,8.49599588099744
1.6,12,8.495275930339783
1.6,13,8.49527593033978
1.6,14,8.478589324985368
1.6,15,8.478589324985368
1.6,16,8.465149033061602
1.6,17,8.465149033061593
1.6,18,8.459501024649079
1.6,19,8.219128116516037
1.6,20,8.202319098413328
1.6,21,8.202319098413328
1.6,22,8.155550267247683
1.6,23,8.155550267247678
1.6,24,8.118534731727934
1.6,25,7.952908847134639
1.625,1,9.677493312043019
1.625,2,9.645531255977422
1.625,3,9.645531255977422
1.625,4,9.579072668327498
1.625,5,9.579072668327491
1.625,6,9.54457663904402
1.625,7,8.58044123059467
1.625,8,8.58044123059467
1.625,9,8.576589218755759
1.625,10,8.576589218755757
1.625,11,8.570995880997438
1.625,12,8.570275930339783
1.625,13,8.570275930339779
1.625,14,8.553589324985367
1.625,15,8.553589324985367
1.625,16,8.540149033061601
1.625,17,8.540149033061592
1.625,18,8.534501024649078
1.625,19,8.294128116516037
1.625,20,8.277319098413328
1.625,21,8.277319098413328
1.625,22,8.230550267247683
1.625,23,8.230550267247677
1.625,24,8.193534731727933
1.625,25,8.027908847134638
1.6500000000000001,1,9.752493312043018
1.6500000000000001,2,9.720531255977424
1.6500000000000001,3,9.720531255977424
1.6500000000000001,4,9.6540726683275
1.6500000000000001,5,9.65407266832749
1.6500000000000001,6,9.619576639044022
1.6500000000000001,7,8.65544123059467
1.6500000000000001,8,8.65544123059467
1.6500000000000001,9,8.65158921875576
1.6500000000000001,10,8.651589218755756
1.6500000000000001,11,8.64599588099744
1.6500000000000001,12,8.645275930339784
1.6500000000000001,13,8.645275930339778
1.6500000000000001,14,8.628589324985366
1.6500000000000001,15,8.628589324985366
1.6500000000000001,16,8.615149033061602
1.6500000000000001,17,8.615149033061593
1.6500000000000001,18,8.609501024649079
1.6500000000000001,19,8.369128116516036
1.6500000000000001,20,8.352319098413329
1.6500000000000001,21,8.352319098413329
1.6500000000000001,22,8.305550267247682
1.6500000000000001,23,8.305550267247677
1.6500000000000001,24,8.268534731727932
1.6500000000000001,25,8.102908847134639
1.675,1,9.82749331204302
1.675,2,9.795531255977423
1.675,3,9.795531255977423
1.675,4,9.7290726683275
1.675,5,9.729072668327492
1.675,6,9.694576639044023
1.675,7,8.730441230594671
1.675,8,8.730441230594671
1.675,9,8.726589218755759
1.675,10,8.726589218755757
1.675,11,8.720995880997439
1.675,12,8.720275930339785
1.675,13,8.72027593033978
1.675,14,8.703589324985366
1.675,15,8.703589324985366
1.675,16,8.690149033061601
1.675,17,8.690149033061592
1.675,18,8.68450102464908
1.675,19,8.444128116516037
1.675,20,8.427319098413328
1.675,21,8.427319098413328
1.675,22,8.380550267247681
1.675,23,8.380550267247678
1.675,24,8.343534731727933
1.675,25,8.177908847134638
1.7000000000000002,1,9.90249331204302
1.7000000000000002,2,9.870531255977422
1.7000000000000002,3,9.870531255977422
1.7000000000000002,4,9.8040726683275
1.7000000000000002,5,9.804072668327493
1.7000000000000002,6,9.769576639044022
1.7000000000000002,7,8.80544123059467
1.7000000000000002,8,8.80544123059467
1.7000000000000002,9,8.801589218755758
1.7000000000000002,10,8.801589218755757
1.7000000000000002,11,8.79599588099744
1.7000000000000002,12,8.795275930339784
1.7000000000000002,13,8.795275930339779
1.7000000000000002,14,8.778589324985367
1.7000000000000002,15,8.778589324985367
1.7000000000000002,16,8.765149033061602
1.7000000000000002,17,8.765149033061594
1.7000000000000002,18,8.75950102464908
1.7000000000000002,19,8.519128116516036
1.7000000000000002,20,8.502319098413327
1.7000000000000002,21,8.502319098413327
1.7000000000000002,22,8.455550267247682
1.7000000000000002,23,8.455550267247677
1.7000000000000002,24,8.418534731727933
1.7000000000000002,25,8.25290884713464
1.725,1,9.97749331204302
1.725,2,9.945531255977423
1.725,3,9.945531255977423
1.725,4,9.879072668327499
1.725,5,9.879072668327492
1.725,6,9.844576639044021
1.725,7,8.88044123059467
1.725,8,8.88044123059467
1.725,9,8.87658921875576
1.725,10,8.876589218755758
1.725,11,8.87099588099744
1.725,12,8.870275930339783
1.725,13,8.87027593033978
1.725,14,8.853589324985368
1.725,15,8.853589324985368
1.725,16,8.840149033061602
1.725,17,8.840149033061593
1.725,18,8.834501024649079
1.725,19,8.594128116516037
1.725,20,8.577319098413328
1.725,21,8.577319098413328
1.725,22,8.530550267247683
1.725,23,8.530550267247678
1.725,24,8.493534731727934
1.725,25,8.327908847134639
